BANKING,TM-CITIBK,4500 reward points have been redeemed on your Credit Card 4386XXXXXXXX6617 on 21-JAN-18 at GOLDEN GOAL SERVICE.,,,,,,,,,,,,,,,,,,
BANKING,DM-CITIBK,"47.00 CNY was spent on your Citi Credit Card ending 4386XXXXXXXX6617 on 19-SEP-17 at STARBUCKS. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 751,854.75. View all your card details instantly, with Citi Mobile. Click http://citi.asia/INMBOLCCD to download.",,,,,,,,,,,,,,,,,,
BANKING,VK-HDFCBK7,480.00 is credited to A/c ******1927 on 24-03-2017 16:23:48 for UPI/708316401493/abhilash.km@sbi,,,,,,,,,,,,,,,,,,
BANKING,VK-HDFCBK5,480.00 is credited to A/c ******1927 on 27-03-2017 22:22:22 for UPI/708622987227/akm@hdfcbank,,,,,,,,,,,,,,,,,,
BANKING,AMHDFCBK9,480.00 is debited from ******3900 on 27-03-2017 22:22:19 for UPI/708622987227/gritwik@hdfcbank,,,,,,,,,,,,,,,,,,
BANKING,AD-Citibk,4900 reward points have been redeemed on your Credit Card 4386XXXXXXXX6617 on 15-OCT-17 at GOLDEN GOAL SERVICE.,,,,,,,,,,,,,,,,,,
BANKING,VM-CITIBK,"5,476.80 INR was spent on your Citi Credit Card ending 4386XXXXXXXX6617 on 08-JAN-18 at Getty Images. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 247,546.45. Update your Aadhaar number on your Credit Card by logging in to Citibank Online or Citi Mobile. To Know More, visit http://citi.asia/INaadhaarseeding",,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,"5,476.80 INR was spent on your Citi Credit Card ending 4386XXXXXXXX6617 on 09-FEB-18 at Getty Images. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 93,026.96. Update your Aadhaar number on your Credit Card by logging in to Citibank Online or Citi Mobile. To Know More, visit http://citi.asia/INaadhaarseeding",,,,,,,,,,,,,,,,,,
BANKING,IM-CITIBK,"50.00 INR was spent on your Citi Credit Card ending 4386XXXXXXXX6617 on 23-SEP-17 at GOOGLE *SERVICES. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 723,194.66. View all your card details instantly, with Citi Mobile. Click http://citi.asia/INMBOLCCD to download.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,50.00 INR was spent on your Credit Card 4386XXXXXXXX6617 on 25-MAY-17 at GOOGLE *SERVICES.Final FX rates and charges are applicable.,,,,,,,,,,,,,,,,,,
BANKING,VK-HDFCBK,500.00 is debited from ******5131 on 05-05-2017 17:01:04 for UPI/712505010109/50100183000691@HDFC0004236.ifsc.npci,,,,,,,,,,,,,,,,,,
BANKING,DM-CITIBK,"6,000.00 TWD was spent on your Citi Credit Card ending 4386XXXXXXXX6617 on 19-SEP-17 at HYATT HOTELS. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 739,075.09. View all your card details instantly, with Citi Mobile. Click http://citi.asia/INMBOLCCD to download.",,,,,,,,,,,,,,,,,,
BANKING,VM-CITIBK,"6,379.11 INR was spent on your Citi Credit Card ending 4386XXXXXXXX4238 on 15-SEP-17 at PAYPAL *LARAUNLIMIT. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 793,843.01. View all your card details instantly, with Citi Mobile. Click http://citi.asia/INMBOLCCD to download.",,,,,,,,,,,,,,,,,,
BANKING,AM-CITIBK,"638.00 TWD was spent on your Citi Credit Card ending 4386XXXXXXXX6617 on 09-NOV-17 at GRAND HYATT TAIPEI. FX rates and charges as per T&Cs. Your available credit limit now is Rs. -2,856.37. View all your card details instantly, with Citi Mobile. Click http://citi.asia/INMBOLCCD to download.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"66.00 SGD was spent on your Citi Credit Card ending 4386XXXXXXXX6617 on 21-SEP-17 at S'PORE FLYER. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 725,005.59. View all your card details instantly, with Citi Mobile. Click http://citi.asia/INMBOLCCD to download.",,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,"663.30 HKD was spent on your Citi Credit Card ending 4386XXXXXXXX4759 on 03-APR-18 at PIZZAEXPRESS HK LTD-. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 234,194.05.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"7.14 USD was spent on your Citi Credit Card ending 4386XXXXXXXX4238 on 01-SEP-17 at Vultr.com. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 831,941.22. View all your card details instantly, with Citi Mobile. Click http://citi.asia/INMBOLCCD to download.",,,,,,,,,,,,,,,,,,
BANKING,AM-CITIBK,"71.88 USD was spent on your Citi Credit Card ending 4386XXXXXXXX6617 on 15-DEC-17 at ANUSON.COM / 12VPN.N. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 375,926.04. Update your Aadhaar number on your Credit Card by logging in to Citibank Online or Citi Mobile. To Know More, visit http://citi.asia/INaadhaarseeding",,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,"736.86 USD was spent on your Citi Credit Card ending 4386XXXXXXXX4238 on 05-FEB-18 at FREELANCER.COM. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 747,216.17. Update your Aadhaar number on your Credit Card by logging in to Citibank Online or Citi Mobile. To Know More, visit http://citi.asia/INaadhaarseeding",,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,"736.86 USD was spent on your Citi Credit Card ending 4386XXXXXXXX4238 on 05-FEB-18 at FREELANCER.COM. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 794,517.80. Update your Aadhaar number on your Credit Card by logging in to Citibank Online or Citi Mobile. To Know More, visit http://citi.asia/INaadhaarseeding",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,74.00 CNY was spent on your Credit Card 4386XXXXXXXX6617 on 28-APR-17 at XINGBAKEKAFEI*SHENZH.Final FX rates and charges are applicable.,,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"75,068.00 INR was spent on your Citi Credit Card ending 4386XXXXXXXX6617 on 03-JAN-18 at EMIRATES AIRLINES. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 772,024.60. Update your Aadhaar number on your Credit Card by logging in to Citibank Online or Citi Mobile. To Know More, visit http://citi.asia/INaadhaarseeding",,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,"773.20 USD was spent on your Citi Credit Card ending 4386XXXXXXXX4238 on 11-APR-18 at Payoneer.com NY US. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 737,630.14.",,,,,,,,,,,,,,,,,,
BANKING,IM-CITIBK,"806.00 CNY was spent on your Citi Credit Card ending 4386XXXXXXXX6617 on 11-OCT-17 at IPL*ctrip. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 307,798.13. View all your card details instantly, with Citi Mobile. Click http://citi.asia/INMBOLCCD to download.",,,,,,,,,,,,,,,,,,
BANKING,DM-CITIBK,"806.00 CNY was spent on your Citi Credit Card ending 4386XXXXXXXX6617 on 11-OCT-17 at IPL*ctrip. FX rates and charges as per T&Cs. Your available credit limit now is Rs. 315,798.06. View all your card details instantly, with Citi Mobile. Click http://citi.asia/INMBOLCCD to download.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"9,506.16 INR was spent on your Credit Card 4386XXXXXXXX6617 on 28-JUL-17 at BRTMKT DBA FastSprin.Final FX rates and charges are applicable.",,,,,,,,,,,,,,,,,,
BANKING,ADMYAMEX,"A charge of INR 1,899.80 has been initiated on your American Express Card No. ***31002 at T LOUNGE on 07/04/2018 at 07:57PM IST.",,,,,,,,,,,,,,,,,,
BANKING,IMMYAMEX,"A charge of INR 10,939.01 has been initiated on your American Express Card No. ***31002 at CENTRAL on 14/04/2018 at 05:04PM IST.",,,,,,,,,,,,,,,,,,
BANKING,IMMYAMEX,"A charge of INR 18,860.80 has been initiated on your American Express Card No. ***31002 at ANDAZ EXPRESS CHECKOUT on 12/04/2018 at 10:11PM IST.",,,,,,,,,,,,,,,,,,
BANKING,IMMYAMEX,"A charge of INR 3,000.00 has been initiated on your American Express Card No. ***31002 at BHUVITEJA ENTERPRISES  INDIA on 17/04/2018 at 12:23PM IST.",,,,,,,,,,,,,,,,,,
BANKING,IMMYAMEX,A charge of INR 375.00 has been initiated on your American Express Card No. ***62005 at CAFE   SANDWICHO on 12/04/2018 at 10:03PM IST.,,,,,,,,,,,,,,,,,,
BANKING,IMMYAMEX,"A charge of INR 7,206.01 has been initiated on your American Express Card No. ***31002 at CENTRAL on 15/04/2018 at 05:22PM IST.",,,,,,,,,,,,,,,,,,
BANKING,IMMYAMEX,"A charge of INR 71,083.67 has been initiated on your American Express Card No. ***31002 at ANDAZ RECEPTION 1 on 08/04/2018 at 01:31PM IST.",,,,,,,,,,,,,,,,,,
BANKING,ADMYAMEX,"A charge of INR 8,100.00 has been initiated on your American Express Card No. ***62005 at CONTINENTAL HOSPITAL on 07/04/2018 at 09:46AM IST.",,,,,,,,,,,,,,,,,,
BANKING,IMMYAMEX,"A charge of INR 9,470.00 has been initiated on your American Express Card No. ***31002 at FABINDIA OVERSEAS PVT LTD on 14/04/2018 at 05:52PM IST.",,,,,,,,,,,,,,,,,,
BANKING,AD-RBLBNK,A charge of Rs. 1000.00 has been initiated on your RBL Credit Card ending with 1322 at LAXMI PATIL on 06/03/18 at 11:27 AM IST. Your available limit is Rs. 9379.03.,,,,,,,,,,,,,,,,,,
BANKING,AM-RBLBNK,A charge of Rs. 1000.00 has been initiated on your RBL Credit Card ending with 1322 at NAGA GOWRI SAMPATH ENT on 11/02/18 at 06:07 PM IST. Your available limit is Rs. 20468.74.,,,,,,,,,,,,,,,,,,
BANKING,AD-RBLBNK,A charge of Rs. 1000.00 has been initiated on your RBL Credit Card ending with 1322 at SHELL NAGA GOWRI SAMPA on 09/03/18 at 10:34 PM IST. Your available limit is Rs. 6335.04.,,,,,,,,,,,,,,,,,,
BANKING,AD-RBLBNK,A charge of Rs. 1143.02 has been initiated on your RBL Credit Card ending with 1322 at SHELL NAGA GOWRI SAMPA on 05/03/18 at 10:31 AM IST. Your available limit is Rs. 10379.03.,,,,,,,,,,,,,,,,,,
BANKING,AD-RBLBNK,A charge of Rs. 148.44 has been initiated on your RBL Credit Card ending with 1322 at GOOGLE INDIA PVT LTD on 02/02/18 at 05:23 AM IST without using OTP validation. Your available limit is Rs. 445.85.,,,,,,,,,,,,,,,,,,
BANKING,AXRBLBNK,A charge of Rs. 150.00 has been initiated on your RBL Credit Card ending with 1322 at CHOWDESHWARI on 30/03/18 at 06:27 PM IST. Your available limit is Rs. 6030.86.,,,,,,,,,,,,,,,,,,
BANKING,AD-RBLBNK,A charge of Rs. 20000.00 has been initiated on your RBL Credit Card ending with 1322 at PROVIDENT HOUSING LTD on 20/03/18 at 07:03 PM IST. Your available limit is Rs. 8738.47.,,,,,,,,,,,,,,,,,,
BANKING,AD-RBLBNK,A charge of Rs. 2050.00 has been initiated on your RBL Credit Card ending with 1322 at DURGA SERVICE.. on 21/01/18 at 01:50 PM IST. Your available limit is Rs. 748.41.,,,,,,,,,,,,,,,,,,
BANKING,AD-RBLBNK,A charge of Rs. 2312.35 has been initiated on your RBL Credit Card ending with 1322 at RELIANCE on 18/03/18 at 08:05 PM IST. Your available limit is Rs. 28758.47.,,,,,,,,,,,,,,,,,,
BANKING,AD-RBLBNK,A charge of Rs. 25.00 has been initiated on your RBL Credit Card ending with 1322 at NANDI ECONOMIC CORRIDO on 02/03/18 at 10:56 AM IST. Your available limit is Rs. 15753.55.,,,,,,,,,,,,,,,,,,
BANKING,ADRBLBNK,A charge of Rs. 25.00 has been initiated on your RBL Credit Card ending with 1322 at NANDI ECONOMIC CORRIDO on 02/04/18 at 08:27 PM IST. Your available limit is Rs. 2153.86.,,,,,,,,,,,,,,,,,,
BANKING,AD-RBLBNK,A charge of Rs. 25.00 has been initiated on your RBL Credit Card ending with 1322 at NANDI ECONOMIC CORRIDO on 27/02/18 at 10:23 AM IST. Your available limit is Rs. 16359.55.,,,,,,,,,,,,,,,,,,
BANKING,AD-RBLBNK,A charge of Rs. 25.00 has been initiated on your RBL Credit Card ending with 1322 at NANDI ECONOMIC CORRIDO on 28/02/18 at 09:57 PM IST. Your available limit is Rs. 16134.55.,,,,,,,,,,,,,,,,,,
BANKING,AXRBLBNK,A charge of Rs. 324.00 has been initiated on your RBL Credit Card ending with 1322 at HOTEL DINE CITY on 05/04/18 at 02:47 PM IST. Your available limit is Rs. 1759.86.,,,,,,,,,,,,,,,,,,
BANKING,ADRBLBNK,A charge of Rs. 330.00 has been initiated on your RBL Credit Card ending with 1322 at SRI BALAJI AGENCY on 28/03/18 at 12:12 PM IST. Your available limit is Rs. 6180.86.,,,,,,,,,,,,,,,,,,
BANKING,AXRBLBNK,A charge of Rs. 354.00 has been initiated on your RBL Credit Card ending with 1322 at GOOGLE INDIA PVT LTD on 02/04/18 at 01:33 AM IST without using OTP validation. Your available limit is Rs. 2178.86.,,,,,,,,,,,,,,,,,,
BANKING,AXRBLBNK,A charge of Rs. 354.00 has been initiated on your RBL Credit Card ending with 1322 at MAHADEV DRUG HOUSE on 01/04/18 at 10:04 PM IST. Your available limit is Rs. 2532.86.,,,,,,,,,,,,,,,,,,
BANKING,ADRBLBNK,A charge of Rs. 400.00 has been initiated on your RBL Credit Card ending with 1322 at MOBIL SERVICE STATION on 12/04/18 at 09:50 PM IST. Your available limit is Rs. 147.36.,,,,,,,,,,,,,,,,,,
BANKING,AD-RBLBNK,A charge of Rs. 590.00 has been initiated on your RBL Credit Card ending with 1322 at SRI BALAJI AGENCY on 18/02/18 at 04:43 PM IST. Your available limit is Rs. 16365.14.,,,,,,,,,,,,,,,,,,
BANKING,ADRBLBNK,A charge of Rs. 70.00 has been initiated on your RBL Credit Card ending with 1322 at NANDI ECONOMIC CORRIDO on 05/04/18 at 10:50 AM IST. Your available limit is Rs. 2083.86.,,,,,,,,,,,,,,,,,,
BANKING,AXRBLBNK,A charge of Rs. 70.00 has been initiated on your RBL Credit Card ending with 1322 at NANDI ECONOMIC CORRIDO on 12/04/18 at 07:18 PM IST. Your available limit is Rs. 547.36.,,,,,,,,,,,,,,,,,,
BANKING,ADRBLBNK,A charge of Rs. 70.00 has been initiated on your RBL Credit Card ending with 1322 at NANDI ECONOMIC CORRIDO on 12/04/18 at 10:31 AM IST. Your available limit is Rs. 617.36.,,,,,,,,,,,,,,,,,,
BANKING,AM-RBLBNK,A charge of Rs. 70.00 has been initiated on your RBL Credit Card ending with 1322 at NANDI ECONOMIC CORRIDO on 17/01/18 at 10:08 AM IST. Your available limit is Rs. 5377.06.,,,,,,,,,,,,,,,,,,
BANKING,AM-RBLBNK,A charge of Rs. 70.00 has been initiated on your RBL Credit Card ending with 1322 at NANDI ECONOMIC CORRIDO on 24/01/18 at 11:15 AM IST. Your available limit is Rs. 599.60.,,,,,,,,,,,,,,,,,,
BANKING,AD-RBLBNK,A charge of Rs. 70.00 has been initiated on your RBL Credit Card ending with 1322 at NANDI ECONOMIC CORRIDO on 25/01/18 at 06:43 PM IST. Your available limit is Rs. 594.29.,,,,,,,,,,,,,,,,,,
BANKING,ADRBLBNK,A charge of Rs. 745.00 has been initiated on your RBL Credit Card ending with 1322 at SINDHOORA GARDENIA on 31/03/18 at 10:54 PM IST. Your available limit is Rs. 3700.86.,,,,,,,,,,,,,,,,,,
BANKING,AXRBLBNK,A charge of Rs. 814.00 has been initiated on your RBL Credit Card ending with 1322 at HALL OF MEAT on 01/04/18 at 01:49 PM IST. Your available limit is Rs. 2886.86.,,,,,,,,,,,,,,,,,,
BANKING,AXRBLBNK,A charge of Rs. 856.00 has been initiated on your RBL Credit Card ending with 1322 at CHOWDESHWARI on 31/03/18 at 07:40 PM IST. Your available limit is Rs. 5174.86.,,,,,,,,,,,,,,,,,,
BANKING,AD-RBLBNK,A charge of Rs. 912.24 has been initiated on your RBL Credit Card ending with 1322 at DOMINOS PIZZA . on 14/02/18 at 10:22 PM IST. Your available limit is Rs. 16966.23.,,,,,,,,,,,,,,,,,,
BANKING,AD-RBLBNK,A charge of Rs. 940.43 has been initiated on your RBL Credit Card ending with 1322 at NAGA GOWRI SAMPATH ENT on 14/02/18 at 09:44 AM IST. Your available limit is Rs. 17878.47.,,,,,,,,,,,,,,,,,,
BANKING,IMMYAMEX,A charge of USD 1.00 has been initiated on your American Express Card No. ***62005 at APILAYER on 16/04/2018 at 02:05PM IST.,,,,,,,,,,,,,,,,,,
BANKING,IMMYAMEX,A charge of USD 4.66 has been initiated on your American Express Card No. ***62005 at APILAYER on 16/04/2018 at 02:05PM IST.,,,,,,,,,,,,,,,,,,
BANKING,AX-ICICIB,"A transaction of INR 168.45 on 10-APR-18 On Card XXXX7033 is made at FREELANCER.COM. Available Cr.limit is Rs.33,142.67. Total Cr.limit is Rs.2,26,000.00. This transaction has been processed without the additional factor of authentication prescribed by RBI.",,,,,,,,,,,,,,,,,,
BANKING,VK-ICICIB,"A transaction of INR 199.00 on 09-FEB-18 On Card XXXX7033 is made at HOTSTAR. Available Cr.limit is Rs.18,784.68. Total Cr.limit is Rs.2,26,000.00. This transaction has been processed without the additional factor of authentication prescribed by RBI.",,,,,,,,,,,,,,,,,,
BANKING,VK-ICICIB,"A transaction of INR 199.00 on 10-JAN-18 On Card XXXX7033 is made at HOTSTAR. Available Cr.limit is Rs.70,944.52. Total Cr.limit is Rs.2,26,000.00. This transaction has been processed without the additional factor of authentication prescribed by RBI.",,,,,,,,,,,,,,,,,,
BANKING,VK-ICICIB,"A transaction of INR 199.00 on 11-DEC-17 On Card XXXX7033 is made at HOTSTAR. Available Cr.limit is Rs.2,12,513.10. Total Cr.limit is Rs.2,26,000.00. This transaction has been processed without the additional factor of authentication prescribed by RBI.",,,,,,,,,,,,,,,,,,
BANKING,VK-ICICIB,"A transaction of INR 199.00 on 12-FEB-18 On Card XXXX7033 is made at HOTSTAR. Available Cr.limit is Rs.11,827.30. Total Cr.limit is Rs.2,26,000.00. This transaction has been processed without the additional factor of authentication prescribed by RBI.",,,,,,,,,,,,,,,,,,
BANKING,DM-ICICIB,"A transaction of INR 199.00 on 12-OCT-17 On Card XXXX7033 is made at HOTSTAR. Available Cr.limit is Rs.2,00,066.42. Total Cr.limit is Rs.2,26,000.00. This transaction has been processed without the additional factor of authentication prescribed by RBI.",,,,,,,,,,,,,,,,,,
BANKING,DM-ICICIB,"A transaction of INR 199.00 on 12-SEP-17 On Card XXXX7033 is made at HOTSTAR. Available Cr.limit is Rs.2,03,591.94. Total Cr.limit is Rs.2,26,000.00. This transaction has been processed without the additional factor of authentication prescribed by RBI.",,,,,,,,,,,,,,,,,,
BANKING,TM-ICICIB,"A transaction of INR 199.00 on 13-APR-18 On Card XXXX7033 is made at HOTSTAR. Available Cr.limit is Rs.29,884.72. Total Cr.limit is Rs.2,26,000.00. This transaction has been processed without the additional factor of authentication prescribed by RBI.",,,,,,,,,,,,,,,,,,
BANKING,AD-ICICIB,"A transaction of INR 199.00 on 13-AUG-17 On Card XXXX7033 is made at HOTSTAR. Available Cr.limit is Rs.1,70,833.58. Total Cr.limit is Rs.2,26,000.00. This transaction has been processed without the additional factor of authentication prescribed by RBI.",,,,,,,,,,,,,,,,,,
BANKING,VK-ICICIB,"A transaction of INR 199.00 on 13-JAN-18 On Card XXXX7033 is made at HOTSTAR. Available Cr.limit is Rs.64,696.71. Total Cr.limit is Rs.2,26,000.00. This transaction has been processed without the additional factor of authentication prescribed by RBI.",,,,,,,,,,,,,,,,,,
BANKING,VM-ICICIB,"A transaction of INR 199.00 on 14-DEC-17 On Card XXXX7033 is made at HOTSTAR. Available Cr.limit is Rs.2,01,394.73. Total Cr.limit is Rs.2,26,000.00. This transaction has been processed without the additional factor of authentication prescribed by RBI.",,,,,,,,,,,,,,,,,,
BANKING,VK-ICICIB,"A transaction of INR 199.00 on 14-NOV-17 On Card XXXX7033 is made at HOTSTAR. Available Cr.limit is Rs.1,25,362.63. Total Cr.limit is Rs.2,26,000.00. This transaction has been processed without the additional factor of authentication prescribed by RBI.",,,,,,,,,,,,,,,,,,
